fullname,des,ip,sigma_vi,ps,energy,sigma_mc,method,id,date,ts
(2026 BS7),2026 BS7,1.517e-08,0.3709,-8.73,1.717e-01,,IOBS,bK26B07S,2091-10-06.43,0
(2025 FN7),2025 FN7,1.019e-07,0.3479,-10.09,4.051e-04,,IOBS,bK25F07N,2106-03-22.35,0
(2025 CY2),2025 CY2,1.369e-08,0.8312,-9.95,9.484e-03,,IOBS,bK25C02Y,2124-12-17.76,0
(2025 CY2),2025 CY2,1.370e-08,0.1767,-9.95,9.492e-03,,IOBS,bK25C02Y,2123-12-24.77,0
(2025 CY2),2025 CY2,1.511e-07,0.2055,-8.90,9.508e-03,,IOBS,bK25C02Y,2121-12-25.39,0
(2025 CY2),2025 CY2,1.679e-06,0.9702,-7.85,9.496e-03,,IOBS,bK25C02Y,2121-12-24.40,0
(2025 CY2),2025 CY2,1.442e-07,0.3872,-8.92,9.503e-03,,IOBS,bK25C02Y,2121-12-24.00,0
(2025 CY2),2025 CY2,8.577e-08,1.0532,-9.14,9.520e-03,,IOBS,bK25C02Y,2120-12-19.32,0
(2025 CY2),2025 CY2,3.162e-08,1.0573,-9.57,9.520e-03,,IOBS,bK25C02Y,2120-12-19.25,0
(2025 CY2),2025 CY2,2.436e-08,1.3216,-9.69,9.518e-03,,IOBS,bK25C02Y,2120-12-19.08,0
(2025 CY2),2025 CY2,6.987e-09,0.1733,-10.23,9.508e-03,,IOBS,bK25C02Y,2120-12-16.64,0
(2025 CY2),2025 CY2,1.944e-06,1.4600,-7.78,9.498e-03,,IOBS,bK25C02Y,2119-12-26.81,0
(2025 CY2),2025 CY2,5.069e-08,2.1743,-9.36,9.526e-03,,IOBS,bK25C02Y,2118-12-26.99,0
(2025 CY2),2025 CY2,4.323e-07,0.1453,-8.43,9.512e-03,,IOBS,bK25C02Y,2118-12-24.75,0
(2021 RG12),2021 RG12,1.595e-06,2.4831,-8.15,2.466e-03,,IOBS,bK21R12G,2086-09-07.24,0
(2025 BN6),2025 BN6,1.963e-08,0.8284,-9.41,1.408e-02,,IOBS,bK25B06N,2081-01-24.70,0
(2025 CY2),2025 CY2,1.775e-08,0.4262,-9.81,9.500e-03,,IOBS,bK25C02Y,2118-12-24.79,0
(2025 CY2),2025 CY2,9.645e-08,0.2204,-9.08,9.514e-03,,IOBS,bK25C02Y,2118-12-24.79,0
(2023 VA7),2023 VA7,1.656e-06,0.4771,-7.04,5.628e-02,,IOBS,bK23V07A,2085-11-07.61,0
(2023 VA7),2023 VA7,1.929e-07,0.4067,-7.96,5.622e-02,,IOBS,bK23V07A,2084-11-06.52,0
(2023 VA7),2023 VA7,1.771e-07,0.4124,-7.98,5.632e-02,,IOBS,bK23V07A,2082-11-07.84,0
(2023 VA7),2023 VA7,1.433e-07,0.3585,-8.04,5.632e-02,,IOBS,bK23V07A,2077-11-07.38,0
(2025 CY2),2025 CY2,2.237e-07,0.3094,-8.71,9.503e-03,,IOBS,bK25C02Y,2118-12-24.60,0
(2025 CY2),2025 CY2,5.963e-09,0.2276,-10.29,9.494e-03,,IOBS,bK25C02Y,2118-12-22.22,0
(2025 CY2),2025 CY2,5.829e-08,0.1048,-9.29,9.505e-03,,IOBS,bK25C02Y,2116-12-24.66,0
(2025 CY2),2025 CY2,1.226e-07,0.1530,-8.97,9.510e-03,,IOBS,bK25C02Y,2116-12-23.26,0
(2025 CY2),2025 CY2,4.180e-09,0.3300,-10.43,9.516e-03,,IOBS,bK25C02Y,2116-12-19.26,0
(2025 CY2),2025 CY2,1.633e-06,1.1027,-7.84,9.519e-03,,IOBS,bK25C02Y,2115-12-26.01,0
(2025 CY2),2025 CY2,2.907e-09,1.0763,-10.59,9.483e-03,,IOBS,bK25C02Y,2115-12-25.34,0
(2025 CY2),2025 CY2,4.018e-07,0.1400,-8.44,9.508e-03,,IOBS,bK25C02Y,2115-12-20.95,0
(2025 CY2),2025 CY2,1.273e-07,0.8087,-8.95,9.474e-03,,IOBS,bK25C02Y,2115-12-20.77,0
(2025 CY2),2025 CY2,1.616e-06,0.3523,-7.84,9.505e-03,,IOBS,bK25C02Y,2114-12-26.49,0
(2025 CY2),2025 CY2,3.404e-06,0.3916,-7.51,9.491e-03,,IOBS,bK25C02Y,2114-12-26.40,0
(2025 CY2),2025 CY2,6.633e-09,0.2414,-10.22,9.499e-03,,IOBS,bK25C02Y,2114-12-25.14,0
(2025 CY2),2025 CY2,4.010e-08,0.1666,-9.44,9.506e-03,,IOBS,bK25C02Y,2114-12-24.53,0
(2025 CY2),2025 CY2,5.892e-08,0.0885,-9.25,9.511e-03,,IOBS,bK25C02Y,2110-12-29.49,0
(2025 CY2),2025 CY2,1.114e-08,0.4369,-10.00,9.496e-03,,IOBS,bK25C02Y,2114-12-23.51,0
(2025 CY2),2025 CY2,6.341e-10,2.0650,-11.24,9.480e-03,,IOBS,bK25C02Y,2113-12-28.37,0
(2025 CY2),2025 CY2,9.398e-09,0.2050,-10.06,9.485e-03,,IOBS,bK25C02Y,2112-12-25.28,0
(2025 CY2),2025 CY2,2.765e-08,0.1433,-9.59,9.510e-03,,IOBS,bK25C02Y,2112-12-22.54,0
(2025 CY2),2025 CY2,2.924e-07,0.1161,-8.52,9.507e-03,,IOBS,bK25C02Y,2103-12-26.36,0
(2025 CY2),2025 CY2,3.218e-07,1.2081,-8.48,9.516e-03,,IOBS,bK25C02Y,2104-12-23.55,0
(2025 CY2),2025 CY2,4.539e-06,1.1841,-7.33,9.528e-03,,IOBS,bK25C02Y,2104-12-27.04,0
(2025 CY2),2025 CY2,3.217e-06,1.1116,-7.48,9.522e-03,,IOBS,bK25C02Y,2104-12-27.16,0
(2025 CY2),2025 CY2,2.192e-09,1.2933,-10.66,9.521e-03,,IOBS,bK25C02Y,2106-12-20.07,0
(2025 CY2),2025 CY2,1.222e-09,2.7839,-10.92,9.468e-03,,IOBS,bK25C02Y,2106-12-25.29,0
(2010 MY112),2010 MY112,1.842e-10,3.0220,-7.04,5.524e+03,,IOBS,bK10MB2Y,2092-12-18.00,0
(2010 MY112),2010 MY112,3.942e-10,3.5809,-6.69,5.664e+03,,IOBS,bK10MB2Y,2089-12-18.65,0
(2010 MY112),2010 MY112,5.692e-10,3.1690,-6.42,5.566e+03,,IOBS,bK10MB2Y,2075-12-18.81,0
(2010 MY112),2010 MY112,1.088e-10,4.8860,-7.10,5.916e+03,,IOBS,bK10MB2Y,2073-12-19.38,0
(2010 MY112),2010 MY112,4.794e-10,3.1554,-6.46,5.564e+03,,IOBS,bK10MB2Y,2071-12-18.78,0
(2010 MY112),2010 MY112,4.377e-10,3.1362,-6.42,5.559e+03,,IOBS,bK10MB2Y,2063-12-18.74,0
(2010 MY112),2010 MY112,1.153e-10,4.8564,-6.97,5.910e+03,,IOBS,bK10MB2Y,2062-12-19.58,0
(2023 VD1),2023 VD1,1.222e-08,1.8005,-8.25,1.123e+00,,IOBS,bK23V01D,2106-01-28.39,0
(2024 UB5),2024 UB5,1.871e-07,2.6373,-8.42,1.702e-02,,IOBS,bK24U05B,2088-03-21.62,0
(2025 DK1),2025 DK1,1.489e-06,0.8824,-8.21,1.664e-03,,IOBS,bK25D01K,2073-02-22.31,0
(2025 DN6),2025 DN6,4.465e-10,0.4667,-12.30,7.981e-04,,IOBS,bK25D06N,2124-02-28.88,0
(2025 DK1),2025 DK1,2.564e-08,3.7097,-9.97,1.674e-03,,IOBS,bK25D01K,2073-02-22.23,0
(2025 AH4),2025 AH4,1.192e-09,4.3245,-11.44,2.097e-03,,IOBS,bK25A04H,2105-01-02.39,0
(2025 AH4),2025 AH4,3.420e-06,0.2358,-7.96,2.179e-03,,IOBS,bK25A04H,2104-01-03.10,0
(2025 AH4),2025 AH4,3.598e-06,0.2266,-7.94,2.178e-03,,IOBS,bK25A04H,2104-01-03.09,0
(2025 AH4),2025 AH4,4.175e-08,1.8401,-9.87,2.221e-03,,IOBS,bK25A04H,2104-01-02.98,0
(2025 AH4),2025 AH4,9.020e-08,0.7621,-9.53,2.173e-03,,IOBS,bK25A04H,2101-01-02.86,0
(2025 AH4),2025 AH4,8.628e-08,0.9589,-9.55,2.168e-03,,IOBS,bK25A04H,2101-01-02.71,0
(2025 AH4),2025 AH4,3.328e-09,1.8029,-10.94,2.145e-03,,IOBS,bK25A04H,2097-01-01.35,0
(2025 AH4),2025 AH4,3.964e-09,1.6750,-10.85,2.212e-03,,IOBS,bK25A04H,2097-01-01.35,0
(2025 AH4),2025 AH4,2.061e-09,0.4198,-11.12,2.196e-03,,IOBS,bK25A04H,2094-01-01.60,0
(2025 AH4),2025 AH4,5.298e-09,2.5402,-10.69,2.230e-03,,IOBS,bK25A04H,2091-01-02.01,0
(2025 AH4),2025 AH4,5.052e-08,0.4217,-9.69,2.192e-03,,IOBS,bK25A04H,2087-01-01.71,0
(2025 AH4),2025 AH4,3.446e-07,2.4875,-8.85,2.230e-03,,IOBS,bK25A04H,2087-01-01.81,0
(2025 AH4),2025 AH4,6.279e-07,0.2171,-8.61,2.182e-03,,IOBS,bK25A04H,2089-01-01.37,0
(2021 RS5),2021 RS5,4.030e-09,1.5200,-10.37,1.129e-02,,IOBS,bK21R05S,2113-09-08.82,0
(2010 MY112),2010 MY112,4.354e-10,3.1210,-6.37,5.553e+03,,IOBS,bK10MB2Y,2059-12-18.71,0
(2010 MY112),2010 MY112,4.493e-10,3.1077,-6.31,5.552e+03,,IOBS,bK10MB2Y,2055-12-18.69,0
(2010 MY112),2010 MY112,4.673e-10,3.0889,-6.23,5.543e+03,,IOBS,bK10MB2Y,2051-12-18.66,0
(2010 MY112),2010 MY112,5.865e-10,3.4601,-6.11,5.640e+03,,IOBS,bK10MB2Y,2050-12-18.68,0
(2010 MY112),2010 MY112,2.702e-10,4.3971,-6.39,5.828e+03,,IOBS,bK10MB2Y,2048-12-18.77,0
(2010 MY112),2010 MY112,3.924e-10,2.7704,-6.26,5.439e+03,,IOBS,bK10MB2Y,2048-12-17.57,0
(2010 MY112),2010 MY112,4.965e-10,3.0614,-6.13,5.540e+03,,IOBS,bK10MB2Y,2047-12-18.61,0
(2010 MY112),2010 MY112,6.427e-10,3.5172,-5.78,5.650e+03,,IOBS,bK10MB2Y,2038-12-18.69,0
(2010 MY112),2010 MY112,3.904e-10,2.6807,-6.08,5.397e+03,,IOBS,bK10MB2Y,2040-12-17.40,0
(2010 MY112),2010 MY112,1.947e-10,4.7391,-6.35,5.891e+03,,IOBS,bK10MB2Y,2040-12-18.93,0
(2010 MY112),2010 MY112,5.925e-10,3.4897,-5.93,5.648e+03,,IOBS,bK10MB2Y,2042-12-18.67,0
(2010 MY112),2010 MY112,5.370e-10,3.0386,-6.01,5.529e+03,,IOBS,bK10MB2Y,2043-12-18.58,0
(2010 MY112),2010 MY112,2.579e-10,4.5590,-6.33,5.860e+03,,IOBS,bK10MB2Y,2044-12-18.85,0
(2010 MY112),2010 MY112,5.770e-10,3.4707,-6.04,5.639e+03,,IOBS,bK10MB2Y,2046-12-18.68,0
(2010 MY112),2010 MY112,4.071e-10,3.9664,-6.16,5.746e+03,,IOBS,bK10MB2Y,2045-12-18.75,0
(2025 DW),2025 DW,3.709e-07,0.1351,-9.67,3.548e-04,,IOBS,bK25D00W,2125-02-20.46,0
(2025 DW),2025 DW,9.315e-05,0.4606,-7.26,3.547e-04,,IOBS,bK25D00W,2124-02-21.23,0
(2025 DW),2025 DW,1.355e-04,0.2870,-7.10,3.546e-04,,IOBS,bK25D00W,2124-02-21.22,0
(2025 DW),2025 DW,1.029e-08,0.1044,-11.22,3.551e-04,,IOBS,bK25D00W,2123-02-21.12,0
(2025 DW),2025 DW,4.532e-06,0.6925,-8.57,3.552e-04,,IOBS,bK25D00W,2122-02-20.94,0
(2025 DW),2025 DW,3.841e-05,0.3650,-7.64,3.549e-04,,IOBS,bK25D00W,2122-02-20.88,0
(2025 DW),2025 DW,7.342e-07,0.6503,-9.35,3.547e-04,,IOBS,bK25D00W,2120-02-21.31,0
(2025 DW),2025 DW,3.988e-06,0.1818,-8.61,3.547e-04,,IOBS,bK25D00W,2120-02-21.26,0
(2025 DW),2025 DW,4.527e-08,1.0092,-10.55,3.540e-04,,IOBS,bK25D00W,2118-02-20.68,0
(2025 DW),2025 DW,2.680e-07,0.6403,-9.78,3.541e-04,,IOBS,bK25D00W,2118-02-20.60,0
(2025 DW),2025 DW,5.870e-07,0.1506,-9.44,3.538e-04,,IOBS,bK25D00W,2118-02-20.56,0
(2025 DW),2025 DW,5.348e-08,0.1017,-10.47,3.559e-04,,IOBS,bK25D00W,2116-02-21.36,0
(2025 DW),2025 DW,1.115e-08,0.6291,-11.14,3.555e-04,,IOBS,bK25D00W,2114-02-20.78,0
(2025 DW),2025 DW,9.215e-08,1.0778,-10.21,3.540e-04,,IOBS,bK25D00W,2112-02-21.16,0
(2025 DW),2025 DW,3.598e-07,0.6429,-9.61,3.555e-04,,IOBS,bK25D00W,2111-02-20.99,0
(2025 DW),2025 DW,1.298e-06,0.0906,-9.06,3.553e-04,,IOBS,bK25D00W,2111-02-20.95,0
(2025 DW),2025 DW,2.041e-04,0.6309,-6.85,3.553e-04,,IOBS,bK25D00W,2109-02-20.72,0
(2025 DW),2025 DW,9.809e-04,0.1092,-6.17,3.553e-04,,IOBS,bK25D00W,2109-02-20.68,0
(2025 DW),2025 DW,7.989e-08,4.3292,-10.25,3.556e-04,,IOBS,bK25D00W,2107-02-20.66,0
(2025 DW),2025 DW,9.892e-10,1.1084,-12.15,3.546e-04,,IOBS,bK25D00W,2106-02-20.59,0
(2025 DW),2025 DW,1.903e-07,1.1297,-9.84,3.545e-04,,IOBS,bK25D00W,2102-02-20.61,0
(2025 DW),2025 DW,1.363e-07,1.0801,-9.98,3.545e-04,,IOBS,bK25D00W,2101-02-20.34,0
(2025 DW),2025 DW,7.928e-06,1.0047,-8.18,3.548e-04,,IOBS,bK25D00W,2094-02-19.49,0
(2025 DW),2025 DW,2.023e-07,1.0873,-9.74,3.546e-04,,IOBS,bK25D00W,2090-02-19.42,0
(2025 DW),2025 DW,9.331e-09,1.1049,-11.07,3.548e-04,,IOBS,bK25D00W,2088-02-20.08,0
(2025 DW),2025 DW,8.810e-08,1.0935,-10.09,3.545e-04,,IOBS,bK25D00W,2088-02-19.97,0
(2025 DW),2025 DW,3.553e-07,1.1103,-9.45,3.550e-04,,IOBS,bK25D00W,2083-02-19.73,0
(2024 BP4),2024 BP4,2.579e-08,6.1188,-8.36,1.777e-01,,IOBS,bK24B04P,2075-01-15.24,0
(2024 BP4),2024 BP4,7.492e-09,2.6545,-8.93,9.259e-02,,IOBS,bK24B04P,2057-03-17.23,0
(2025 DN6),2025 DN6,1.314e-09,1.7756,-11.83,7.974e-04,,IOBS,bK25D06N,2123-02-28.50,0
(2025 DN6),2025 DN6,9.444e-09,0.4620,-10.97,7.991e-04,,IOBS,bK25D06N,2122-02-28.48,0
(2025 DN6),2025 DN6,2.355e-07,0.6133,-9.57,8.003e-04,,IOBS,bK25D06N,2122-02-28.31,0
(2025 DN6),2025 DN6,1.712e-09,0.7739,-11.70,7.979e-04,,IOBS,bK25D06N,2121-02-28.09,0
(2025 DN6),2025 DN6,1.172e-08,0.1481,-10.86,7.974e-04,,IOBS,bK25D06N,2120-02-28.95,0
(2025 DN6),2025 DN6,2.161e-09,0.1617,-11.60,7.970e-04,,IOBS,bK25D06N,2120-02-28.86,0
(2025 DN6),2025 DN6,5.536e-08,0.2677,-10.19,7.969e-04,,IOBS,bK25D06N,2120-02-28.83,0
(2025 DN6),2025 DN6,8.182e-08,0.3157,-10.02,7.977e-04,,IOBS,bK25D06N,2120-02-28.69,0
(2025 DN6),2025 DN6,4.505e-08,1.0378,-10.27,7.987e-04,,IOBS,bK25D06N,2118-02-28.38,0
(2025 DN6),2025 DN6,1.057e-08,0.7534,-10.90,7.985e-04,,IOBS,bK25D06N,2118-02-28.38,0
(2025 DN6),2025 DN6,1.355e-05,1.7696,-7.79,8.006e-04,,IOBS,bK25D06N,2118-02-28.34,0
(2025 DN6),2025 DN6,1.358e-07,0.3949,-9.79,7.982e-04,,IOBS,bK25D06N,2118-02-28.31,0
(2025 DN6),2025 DN6,5.625e-07,0.4034,-9.17,7.989e-04,,IOBS,bK25D06N,2118-02-28.29,0
(2025 DN6),2025 DN6,5.650e-07,0.3742,-9.17,7.980e-04,,IOBS,bK25D06N,2118-02-28.29,0
(2025 DN6),2025 DN6,3.391e-07,0.1040,-9.39,7.980e-04,,IOBS,bK25D06N,2118-02-28.25,0
(2025 DN6),2025 DN6,5.296e-08,0.0517,-10.20,7.980e-04,,IOBS,bK25D06N,2117-02-28.19,0
(2025 DN6),2025 DN6,1.544e-08,0.0263,-10.73,7.978e-04,,IOBS,bK25D06N,2117-02-28.08,0
(2025 DN6),2025 DN6,5.944e-10,0.8721,-12.14,7.997e-04,,IOBS,bK25D06N,2117-02-28.05,0
(2025 DN6),2025 DN6,3.723e-08,0.4396,-10.35,7.999e-04,,IOBS,bK25D06N,2117-02-27.90,0
(2025 DN6),2025 DN6,9.775e-09,0.4397,-10.93,7.994e-04,,IOBS,bK25D06N,2117-02-27.88,0
(2025 DN6),2025 DN6,1.839e-09,1.0082,-11.65,8.002e-04,,IOBS,bK25D06N,2117-02-27.84,0
(2025 DN6),2025 DN6,1.401e-09,1.6215,-11.77,7.986e-04,,IOBS,bK25D06N,2117-02-27.68,0
(2025 DN6),2025 DN6,2.597e-08,1.4560,-10.50,7.995e-04,,IOBS,bK25D06N,2116-02-29.01,0
(2025 DN6),2025 DN6,6.760e-07,1.0407,-9.08,7.980e-04,,IOBS,bK25D06N,2115-02-28.77,0
(2025 DN6),2025 DN6,1.867e-08,0.4145,-10.64,7.957e-04,,IOBS,bK25D06N,2115-02-28.72,0
(2025 DN6),2025 DN6,3.755e-08,0.3288,-10.34,7.968e-04,,IOBS,bK25D06N,2115-02-28.51,0
(2025 DN6),2025 DN6,7.040e-08,1.0120,-10.06,7.978e-04,,IOBS,bK25D06N,2115-02-28.35,0
(2025 DN6),2025 DN6,3.607e-08,0.0449,-10.35,7.979e-04,,IOBS,bK25D06N,2114-02-28.52,0
(2025 DN6),2025 DN6,2.229e-08,0.0233,-10.56,7.981e-04,,IOBS,bK25D06N,2114-02-28.41,0
(2025 DN6),2025 DN6,3.847e-09,0.7071,-11.32,7.989e-04,,IOBS,bK25D06N,2114-02-28.36,0
(2025 DN6),2025 DN6,3.505e-09,0.2295,-11.36,7.974e-04,,IOBS,bK25D06N,2113-02-28.29,0
(2025 DN6),2025 DN6,1.676e-09,0.1435,-11.68,7.972e-04,,IOBS,bK25D06N,2113-02-28.26,0
(2025 DN6),2025 DN6,4.113e-09,1.3937,-11.29,7.981e-04,,IOBS,bK25D06N,2113-02-28.17,0
(2025 DN6),2025 DN6,3.097e-10,0.0223,-12.41,7.978e-04,,IOBS,bK25D06N,2113-02-28.12,0
(2025 DN6),2025 DN6,7.797e-08,0.3696,-10.01,7.982e-04,,IOBS,bK25D06N,2113-02-28.07,0
(2025 DN6),2025 DN6,4.114e-08,0.3690,-10.29,7.976e-04,,IOBS,bK25D06N,2113-02-28.05,0
(2025 DN6),2025 DN6,3.086e-07,0.7953,-9.41,7.985e-04,,IOBS,bK25D06N,2112-02-29.18,0
(2025 DN6),2025 DN6,1.471e-07,0.9565,-9.73,7.983e-04,,IOBS,bK25D06N,2112-02-29.10,0
(2025 DN6),2025 DN6,3.815e-08,0.2840,-10.31,7.970e-04,,IOBS,bK25D06N,2112-02-29.05,0
(2025 DN6),2025 DN6,3.014e-07,1.0273,-9.42,7.988e-04,,IOBS,bK25D06N,2112-02-29.02,0
(2025 DN6),2025 DN6,1.250e-07,0.7878,-9.80,7.976e-04,,IOBS,bK25D06N,2112-02-29.00,0
(2025 DN6),2025 DN6,2.065e-07,0.3994,-9.58,7.966e-04,,IOBS,bK25D06N,2112-02-28.89,0
(2025 DN6),2025 DN6,8.447e-08,1.0357,-9.97,7.978e-04,,IOBS,bK25D06N,2112-02-28.83,0
(2025 DN6),2025 DN6,4.194e-07,0.1575,-9.27,7.972e-04,,IOBS,bK25D06N,2112-02-28.81,0
(2025 DN6),2025 DN6,2.165e-09,0.5699,-11.56,7.977e-04,,IOBS,bK25D06N,2112-02-28.73,0
(2025 DN6),2025 DN6,1.124e-09,0.0623,-11.84,7.969e-04,,IOBS,bK25D06N,2111-03-01.01,0
(2008 CT1),2008 CT1,4.614e-09,4.3613,-9.30,5.512e-02,,IOBS,bK08C01T,2056-02-05.37,0
(2008 CT1),2008 CT1,1.512e-08,4.3282,-8.74,5.971e-02,,IOBS,bK08C01T,2055-02-05.30,0
(2008 CT1),2008 CT1,1.242e-07,2.9175,-7.87,5.307e-02,,IOBS,bK08C01T,2055-02-05.09,0
(2008 CT1),2008 CT1,3.381e-08,2.4543,-8.39,6.012e-02,,IOBS,bK08C01T,2055-02-04.88,0
(2008 CT1),2008 CT1,4.708e-07,3.0891,-6.98,6.099e-02,,IOBS,bK08C01T,2042-02-04.60,0
(2025 DJ5),2025 DJ5,2.875e-07,0.3229,-7.03,8.667e-01,,IOBS,bK25D05J,2117-04-20.73,0
(2012 BL14),2012 BL14,6.006e-08,3.5572,-8.41,4.580e-02,,IOBS,bK12B14L,2069-07-21.21,0
(2012 BL14),2012 BL14,2.132e-09,5.2009,-9.84,4.961e-02,,IOBS,bK12B14L,2069-07-21.03,0
(2012 BL14),2012 BL14,1.570e-09,3.2563,-9.99,4.491e-02,,IOBS,bK12B14L,2068-07-20.76,0
(2012 BL14),2012 BL14,3.671e-09,5.5343,-9.57,5.037e-02,,IOBS,bK12B14L,2067-07-21.46,0
(2012 BL14),2012 BL14,2.902e-09,6.4124,-9.65,5.255e-02,,IOBS,bK12B14L,2066-07-21.08,0
(2012 BL14),2012 BL14,1.341e-08,5.8119,-8.98,5.052e-02,,IOBS,bK12B14L,2064-07-20.97,0
(2012 BL14),2012 BL14,1.926e-10,5.4098,-10.82,4.996e-02,,IOBS,bK12B14L,2064-07-20.75,0
(2012 BL14),2012 BL14,2.078e-09,3.4001,-9.82,4.196e-02,,IOBS,bK12B14L,2061-07-21.64,0
(2012 BL14),2012 BL14,3.288e-08,3.4656,-8.59,4.508e-02,,IOBS,bK12B14L,2061-07-21.32,0
(2012 BL14),2012 BL14,3.198e-09,3.0190,-9.61,4.464e-02,,IOBS,bK12B14L,2061-07-21.27,0
(2012 BL14),2012 BL14,4.109e-09,5.4511,-9.46,4.952e-02,,IOBS,bK12B14L,2061-07-21.22,0
(2012 BL14),2012 BL14,7.849e-09,4.0328,-9.21,4.452e-02,,IOBS,bK12B14L,2060-07-21.27,0
(2012 BL14),2012 BL14,3.947e-10,3.6416,-10.51,4.424e-02,,IOBS,bK12B14L,2060-07-21.09,0
(2012 BL14),2012 BL14,1.457e-08,6.5293,-8.88,5.227e-02,,IOBS,bK12B14L,2060-07-20.99,0
(2012 BL14),2012 BL14,4.624e-10,5.0955,-10.39,4.943e-02,,IOBS,bK12B14L,2059-07-21.77,0
(2012 BL14),2012 BL14,2.987e-10,5.5759,-10.57,5.024e-02,,IOBS,bK12B14L,2059-07-21.58,0
(2012 BL14),2012 BL14,8.945e-09,3.7232,-9.12,4.460e-02,,IOBS,bK12B14L,2058-07-21.69,0
(2012 BL14),2012 BL14,2.449e-09,3.5930,-9.66,4.579e-02,,IOBS,bK12B14L,2057-07-21.42,0
(2012 BL14),2012 BL14,2.558e-09,6.0718,-9.61,5.129e-02,,IOBS,bK12B14L,2057-07-21.20,0
(2012 BL14),2012 BL14,1.617e-10,5.8413,-10.81,5.092e-02,,IOBS,bK12B14L,2057-07-21.05,0
(2012 BL14),2012 BL14,1.264e-08,5.6635,-8.87,4.913e-02,,IOBS,bK12B14L,2053-07-21.55,0
(2012 BL14),2012 BL14,2.026e-07,4.4310,-7.32,4.576e-02,,IOBS,bK12B14L,2038-01-19.45,0
(2012 BL14),2012 BL14,5.822e-09,5.7589,-8.88,4.854e-02,,IOBS,bK12B14L,2038-07-22.12,0
(2012 BL14),2012 BL14,1.234e-07,4.2896,-7.69,3.263e-02,,IOBS,bK12B14L,2039-01-19.90,0
(2012 BL14),2012 BL14,2.268e-07,5.1530,-7.43,3.186e-02,,IOBS,bK12B14L,2039-01-19.96,0
(2012 BL14),2012 BL14,6.474e-07,5.7636,-7.05,3.129e-02,,IOBS,bK12B14L,2041-01-19.45,0
(2012 BL14),2012 BL14,6.177e-10,6.8873,-9.94,5.259e-02,,IOBS,bK12B14L,2042-07-21.59,0
(2012 BL14),2012 BL14,5.371e-09,3.1133,-9.13,3.643e-02,,IOBS,bK12B14L,2043-01-19.49,0
(2012 BL14),2012 BL14,5.178e-07,1.1897,-7.12,3.857e-02,,IOBS,bK12B14L,2043-01-19.61,0
(2012 BL14),2012 BL14,2.204e-07,5.2822,-7.61,3.146e-02,,IOBS,bK12B14L,2045-01-19.31,0
(2012 BL14),2012 BL14,1.569e-07,5.9209,-7.77,3.092e-02,,IOBS,bK12B14L,2045-01-19.32,0
(2012 BL14),2012 BL14,1.148e-06,4.6409,-6.89,3.216e-02,,IOBS,bK12B14L,2045-01-19.33,0
(2012 BL14),2012 BL14,7.364e-10,3.5546,-10.03,4.535e-02,,IOBS,bK12B14L,2047-07-22.07,0
(2012 BL14),2012 BL14,1.890e-08,2.7041,-8.62,4.472e-02,,IOBS,bK12B14L,2048-01-19.64,0
(2012 BL14),2012 BL14,9.384e-09,5.5737,-8.92,4.875e-02,,IOBS,bK12B14L,2048-07-21.43,0
(2012 BL14),2012 BL14,2.860e-10,6.6302,-10.43,5.156e-02,,IOBS,bK12B14L,2049-07-21.58,0
(2012 BL14),2012 BL14,9.503e-09,4.3295,-8.95,4.566e-02,,IOBS,bK12B14L,2049-07-21.61,0
(2012 BL14),2012 BL14,1.390e-08,6.6283,-8.74,5.149e-02,,IOBS,bK12B14L,2049-07-21.61,0
(2012 BL14),2012 BL14,5.533e-07,5.0199,-7.33,3.161e-02,,IOBS,bK12B14L,2051-01-19.87,0
(2012 BL14),2012 BL14,5.926e-09,4.2984,-9.20,4.506e-02,,IOBS,bK12B14L,2051-07-22.13,0
(2012 BL14),2012 BL14,2.490e-07,1.7543,-7.64,3.749e-02,,IOBS,bK12B14L,2052-01-19.97,0
(2012 BL14),2012 BL14,3.962e-07,3.6870,-7.47,3.363e-02,,IOBS,bK12B14L,2052-01-19.98,0
(2012 BL14),2012 BL14,2.246e-07,6.1874,-7.74,3.168e-02,,IOBS,bK12B14L,2052-01-20.00,0
(2012 BL14),2012 BL14,1.527e-07,3.2895,-7.87,3.490e-02,,IOBS,bK12B14L,2052-01-20.03,0
(2025 DT2),2025 DT2,1.624e-07,0.8273,-7.61,1.408e-01,,IOBS,bK25D02T,2071-02-26.15,0
(2025 DT2),2025 DT2,1.393e-08,1.2437,-8.62,1.410e-01,,IOBS,bK25D02T,2065-02-25.64,0
(2025 DT5),2025 DT5,1.871e-08,1.8399,-9.67,4.146e-03,,IOBS,bK25D05T,2061-02-17.78,0
(2025 DT2),2025 DT2,2.133e-08,1.2461,-8.41,1.409e-01,,IOBS,bK25D02T,2063-02-26.15,0
(2025 DT2),2025 DT2,1.021e-07,1.1829,-7.67,1.407e-01,,IOBS,bK25D02T,2058-02-25.90,0
(2025 DT5),2025 DT5,4.861e-07,1.4882,-8.44,4.141e-03,,IOBS,bK25D05T,2081-02-17.79,0
(2025 CY2),2025 CY2,7.092e-08,0.1271,-9.18,9.498e-03,,IOBS,bK25C02Y,2111-12-26.35,0
(2025 DT2),2025 DT2,3.775e-07,1.1629,-7.09,1.409e-01,,IOBS,bK25D02T,2057-02-25.66,0
(2025 DT2),2025 DT2,2.164e-07,1.2780,-7.33,1.408e-01,,IOBS,bK25D02T,2057-02-25.64,0
