des_chr,des_num,event_id,ip_NASA,ip_ESA,v_inf
2014AG51,,2014AG51_2056-08-27,,1.93e-08,
2014AG51,,2014AG51_2057-08-27,2.0806558e-06,2.221704e-06,14.8090336894561
2014AG51,,2014AG51_2059-01-18,5.88e-10,,14.8090336894561
2014AG51,,2014AG51_2059-08-27,3.0136e-07,3.07302e-07,14.8090336894561
2014AG51,,2014AG51_2060-08-27,1.685e-07,1.79e-07,14.8090336894561
2014AG51,,2014AG51_2061-08-27,,4.27e-08,
2014AG51,,2014AG51_2062-01-06,,3.12e-09,
2014AG51,,2014AG51_2062-08-27,,1.992e-09,
2014AG51,,2014AG51_2064-08-27,6.1199999999999995e-09,1.0099999999999999e-10,14.8090336894561
2014AG51,,2014AG51_2067-08-28,1.166e-05,1.20469647e-05,14.8090336894561
2014AG51,,2014AG51_2069-08-27,,1.03e-07,
2014AG51,,2014AG51_2070-08-27,3.039e-09,2.22e-08,14.8090336894561
2014AG51,,2014AG51_2072-08-26,3.9927332999999997e-05,3.441453209999999e-05,14.8090336894561
2014AG51,,2014AG51_2073-08-27,,2.01e-08,
2014AG51,,2014AG51_2075-08-28,,6.005e-09,
2014AG51,,2014AG51_2077-08-26,2.343e-08,4.4983e-08,14.8090336894561
2014AG51,,2014AG51_2078-08-28,1.139e-09,,14.8090336894561
2014AG51,,2014AG51_2080-08-27,,4.13e-10,
2014AG51,,2014AG51_2082-08-27,4.3998000000000005e-07,4.91032e-07,14.8090336894561
2014AG51,,2014AG51_2085-08-27,1.454e-09,4.04e-11,14.8090336894561
2014AG51,,2014AG51_2087-08-28,3.678e-09,6.85e-10,14.8090336894561
2014AG51,,2014AG51_2088-08-27,,2.51e-09,
2014AG51,,2014AG51_2090-08-27,,5.21e-11,
2014AG51,,2014AG51_2092-08-26,,1.26e-08,
2014AG51,,2014AG51_2095-01-06,,1.47e-11,
2014AG51,,2014AG51_2096-08-28,1.005e-08,2.3595e-07,14.8090336894561
2014AG51,,2014AG51_2097-08-27,,6.66e-10,
2014AG51,,2014AG51_2098-08-27,1.152e-08,,14.8090336894561
2014AG51,,2014AG51_2099-08-29,,2.02e-11,
2014AG51,,2014AG51_2100-08-27,1.314e-08,1.56e-08,14.8090336894561
2014AG51,,2014AG51_2104-01-11,1.171e-08,,14.8090336894561
2014AG51,,2014AG51_2105-08-28,9.804e-09,5.48e-09,14.8090336894561
2014AG51,,2014AG51_2107-08-28,,2.71e-08,
2014AG51,,2014AG51_2109-08-29,6.069e-08,1.6442300000000002e-07,14.8090336894561
2014AG51,,2014AG51_2112-08-29,1.7793e-07,2.5420000000000004e-07,14.8090336894561
2014AG51,,2014AG51_2115-08-30,4.644e-09,,14.8090336894561
2014AG51,,2014AG51_2117-08-28,3.862e-09,3.27e-08,14.8090336894561
2014AG51,,2014AG51_2118-08-29,3.806e-10,,14.8090336894561
2014AG51,,2014AG51_2120-08-28,1.7443e-07,1.9052e-07,14.8090336894561
2014AK51,,2014AK51_2110-12-20,1.262e-08,,10.27
2014BZ2,,2014BZ2_2117-01-25,,1.22e-09,
2014CE,,2014CE_2108-02-03,3.033e-08,,13.0356656960208
2014CE,,2014CE_2110-02-02,1.312e-08,,13.0356656960208
2014CE,,2014CE_2111-02-02,,6.36e-08,
2014CE,,2014CE_2112-02-03,1.521e-06,1.51e-06,13.0356656960208
2014CE,,2014CE_2116-02-03,3.4381e-07,2.75e-07,13.0356656960208
2014CE,,2014CE_2117-02-02,4.708e-07,4.67e-07,13.0356656960208
2014CE,,2014CE_2118-02-02,1.8375e-08,,13.0356656960208
2014CE,,2014CE_2120-02-03,6.77e-06,6.43e-06,13.0356656960208
2014CR13,,2014CR13_2102-02-11,6.122e-08,2.22677e-08,12.2904047063975
2014CR13,,2014CR13_2103-02-11,5.976409999999999e-06,2.223e-06,12.2904047063975
2014CR13,,2014CR13_2108-02-11,7.087041999999998e-05,0.00036741000000000003,12.2904047063975
2014CR13,,2014CR13_2109-02-11,2.4283599999999997e-06,,12.2904047063975
2014CR13,,2014CR13_2110-02-11,3.73e-08,1.31e-07,12.2904047063975
2014CR13,,2014CR13_2111-02-11,4.1463999999999996e-07,,12.2904047063975
2014CR13,,2014CR13_2112-02-11,6.27e-07,5.990614e-07,12.2904047063975
2014CR13,,2014CR13_2113-02-11,4.52719e-06,3.612e-06,12.2904047063975
2014CR13,,2014CR13_2117-02-11,2.382e-06,3.13e-06,12.2904047063975
2014CR13,,2014CR13_2118-02-11,,8.07e-09,
2014DC,,2014DC_2111-02-20,1.09e-08,,8.51
2014DK10,,2014DK10_2060-02-21,2.862e-08,,11.7987219160661
2014DK10,,2014DK10_2078-02-21,1.986e-08,,11.7987219160661
2014DK10,,2014DK10_2118-02-22,4.588e-08,,11.7987219160661
2014EC,,2014EC_2069-03-07,,8.62e-10,
2014EC,,2014EC_2119-03-10,9.329e-09,1.42e-08,15.77
2014EU,,2014EU_2083-03-02,1.727e-08,1.04e-08,5.60932483207659
2014EU,,2014EU_2100-02-27,1.76e-08,,5.60932483207659
2014EU,,2014EU_2101-12-10,3.499e-07,,5.60932483207659
2014EU,,2014EU_2104-02-28,,1.81e-09,
2014EU,,2014EU_2116-02-27,,1.47e-08,
2014EU,,2014EU_2117-03-03,,7.61e-07,
2014EU,,2014EU_2118-02-27,6.737e-08,,5.60932483207659
2014EU,,2014EU_2121-03-01,3.25e-07,3.18e-07,5.60932483207659
2014FE,,2014FE_2054-03-18,1.77021e-07,1.66e-07,19.9460641083206
2014FE,,2014FE_2056-03-18,6.386e-09,6.15e-09,19.9460641083206
2014FE,,2014FE_2061-03-18,,3.46e-10,
2014FE,,2014FE_2064-03-17,5.897e-08,6.165e-08,19.9460641083206
2014FE,,2014FE_2065-03-17,,5.55e-08,
2014FE,,2014FE_2072-03-17,,1.51e-08,
2014FE,,2014FE_2073-03-17,,4.43e-09,
2014FE,,2014FE_2075-03-18,,2.07e-07,
2014FE,,2014FE_2076-03-16,,6.46e-09,
2014FE,,2014FE_2081-03-17,4.1557e-07,4.1249999999999997e-07,19.9460641083206
2014FE,,2014FE_2089-03-17,1.281e-09,,19.9460641083206
2014FX32,,2014FX32_2076-03-12,1.621e-06,1.1e-06,9.0496620939347
2014FX32,,2014FX32_2108-03-12,6.109e-09,,9.0496620939347
2014GN1,,2014GN1_2061-09-16,2.083e-05,2.03e-05,21.229988865029
2014GN1,,2014GN1_2065-09-16,2.322e-08,,21.229988865029
2014GQ17,,2014GQ17_2052-06-11,1.633e-07,,5.40740653658347
2014GQ17,,2014GQ17_2054-06-12,1.085e-06,1.36e-06,5.40740653658347
2014GQ17,,2014GQ17_2055-06-11,1.506e-07,,5.40740653658347
2014GQ17,,2014GQ17_2057-06-10,4.238e-07,6.62e-07,5.40740653658347
2014GQ17,,2014GQ17_2060-06-11,3.08e-07,7.44e-07,5.40740653658347
2014GQ17,,2014GQ17_2061-06-11,2.728e-07,,5.40740653658347
2014GQ17,,2014GQ17_2063-06-11,5.682e-08,,5.40740653658347
2014GQ17,,2014GQ17_2064-06-11,,1.54e-07,
2014GQ17,,2014GQ17_2067-06-13,1.653e-05,6.44e-06,5.40740653658347
2014GQ17,,2014GQ17_2069-06-11,,2.25e-09,
2014GQ17,,2014GQ17_2070-06-10,6.5439e-07,6.6e-07,5.40740653658347
2014GQ17,,2014GQ17_2071-06-12,3.528e-06,3.513e-06,5.40740653658347
2014GQ17,,2014GQ17_2072-06-07,2.6165000000000003e-06,3.232e-06,5.40740653658347
2014GQ17,,2014GQ17_2074-06-17,,6.07e-09,
2014GQ17,,2014GQ17_2075-06-12,5.061e-06,3.22271e-06,5.40740653658347
2014GQ17,,2014GQ17_2076-06-11,,1.89e-07,
2014GQ17,,2014GQ17_2078-06-09,3.61605e-06,2.6863e-06,5.40740653658347
2014GQ17,,2014GQ17_2079-06-11,5.2112e-07,6.94e-07,5.40740653658347
2014GQ17,,2014GQ17_2080-03-31,5.82e-08,,5.40740653658347
2014GQ17,,2014GQ17_2080-06-13,1.822e-07,2.5702e-07,5.40740653658347
2014GQ17,,2014GQ17_2081-06-09,1.4053000000000001e-06,1.8549599999999998e-06,5.40740653658347
2014GQ17,,2014GQ17_2082-06-08,3.3721999999999997e-06,4.6246e-06,5.40740653658347
2014GQ17,,2014GQ17_2083-06-08,,1.4324099999999998e-07,
2014GQ17,,2014GQ17_2084-03-24,1.957e-08,,5.40740653658347
2014GQ17,,2014GQ17_2085-06-09,7.938e-08,1.03e-07,5.40740653658347
2014GQ17,,2014GQ17_2086-06-09,5.918600000000001e-07,5.54e-07,5.40740653658347
2014GQ17,,2014GQ17_2087-06-11,6.114e-08,3.7e-08,5.40740653658347
2014GQ17,,2014GQ17_2088-04-01,1.618e-07,,5.40740653658347
2014GQ17,,2014GQ17_2088-06-08,1.662115e-06,2.3896e-06,5.40740653658347
2014GQ17,,2014GQ17_2089-06-08,8.612860000000001e-07,8.563e-06,5.40740653658347
2014GQ17,,2014GQ17_2090-06-11,3.5189589999999996e-06,6.1215e-06,5.40740653658347
2014GQ17,,2014GQ17_2091-06-10,4.315e-08,,5.40740653658347
2014GQ17,,2014GQ17_2092-06-07,3.69382e-07,1.3915999999999998e-07,5.40740653658347
2014GQ17,,2014GQ17_2093-03-26,,9.79e-09,
2014GQ17,,2014GQ17_2093-06-08,,3.674e-08,
2014GQ17,,2014GQ17_2094-04-02,2.5469999999999997e-07,,5.40740653658347
2014GQ17,,2014GQ17_2094-06-12,3.8800000000000003e-07,1.9435e-07,5.40740653658347
2014GQ17,,2014GQ17_2095-06-10,1.8533e-06,2.337e-06,5.40740653658347
2014GQ17,,2014GQ17_2096-06-08,6.577000000000001e-07,5.3e-07,5.40740653658347
2014GQ17,,2014GQ17_2097-06-11,1.052e-08,3.06826e-07,5.40740653658347
2014GQ17,,2014GQ17_2098-03-30,5.823e-08,,5.40740653658347
2014GQ17,,2014GQ17_2098-06-13,6.781e-08,1.12e-07,5.40740653658347
2014GQ17,,2014GQ17_2099-03-29,4.007e-08,,5.40740653658347
2014GQ17,,2014GQ17_2099-06-12,6.351000000000001e-07,1.1682110000000002e-06,5.40740653658347
2014GQ17,,2014GQ17_2100-06-08,1.3032999999999999e-06,1.2099999999999998e-06,5.40740653658347
2014GQ17,,2014GQ17_2101-06-13,7.299e-08,3.418e-08,5.40740653658347
2014GQ17,,2014GQ17_2102-06-10,1.5969e-07,,5.40740653658347
2014GQ17,,2014GQ17_2103-06-10,,8.412e-09,
2014GQ17,,2014GQ17_2104-04-01,4.502e-09,,5.40740653658347
2014GQ17,,2014GQ17_2104-06-10,3.9223e-07,5.23e-07,5.40740653658347
2014GQ17,,2014GQ17_2105-06-12,,5.242600000000001e-07,
2014GQ17,,2014GQ17_2106-03-30,2.848e-08,,5.40740653658347
2014GQ17,,2014GQ17_2106-04-06,9.866e-10,,5.40740653658347
2014GQ17,,2014GQ17_2106-06-11,1.02513e-07,1.234664e-07,5.40740653658347
2014GQ17,,2014GQ17_2107-06-10,3.2324e-07,1.458927e-07,5.40740653658347
2014GQ17,,2014GQ17_2108-06-05,3.50584e-07,3.4e-09,5.40740653658347
2014GQ17,,2014GQ17_2109-06-13,7.422e-08,2.4441e-08,5.40740653658347
2014GQ17,,2014GQ17_2110-06-11,2.3211e-07,5.45e-10,5.40740653658347
2014GQ17,,2014GQ17_2111-03-22,5.006e-08,,5.40740653658347
2014GQ17,,2014GQ17_2111-06-10,3.14003e-07,2.82e-07,5.40740653658347
2014GQ17,,2014GQ17_2112-06-10,6.522800000000001e-07,2.84e-07,5.40740653658347
2014GQ17,,2014GQ17_2113-03-06,3.061e-10,,5.40740653658347
2014GQ17,,2014GQ17_2113-03-15,,2.43e-08,
2014GQ17,,2014GQ17_2113-04-01,3.0603e-07,,5.40740653658347
2014GQ17,,2014GQ17_2113-06-11,3.47493e-06,,5.40740653658347
2014GQ17,,2014GQ17_2114-06-08,1.39171e-06,,5.40740653658347
2014GQ17,,2014GQ17_2115-06-14,4.435e-08,6.712100000000001e-07,5.40740653658347
2014GQ17,,2014GQ17_2116-06-12,1.21781e-07,1.01e-07,5.40740653658347
2014GQ17,,2014GQ17_2117-04-03,4.9344900000000004e-08,,5.40740653658347
2014GQ17,,2014GQ17_2117-06-14,,3.85e-09,
2014GQ17,,2014GQ17_2118-06-09,5.4196e-08,,5.40740653658347
2014GQ17,,2014GQ17_2119-06-08,2.7709e-07,1.43e-06,5.40740653658347
2014GQ17,,2014GQ17_2120-06-09,3.1861e-07,3.771e-07,5.40740653658347
2014GQ17,,2014GQ17_2121-06-10,1.181e-06,6.32e-07,5.40740653658347
2014GQ17,,2014GQ17_2122-06-07,1.9861e-07,7.19e-09,5.40740653658347
2014HB177,,2014HB177_2059-05-04,3.561e-07,5.73e-07,6.08636562103389
2014HB177,,2014HB177_2079-11-07,,9.28e-09,
2014HB177,,2014HB177_2081-05-04,1.382e-08,,6.08636562103389
2014HB177,,2014HB177_2085-05-03,1.49615e-06,1.98e-06,6.08636562103389
2014HB177,,2014HB177_2097-05-03,,1.23e-07,
2014HB177,,2014HB177_2098-05-03,2.2117000000000001e-07,2.04e-07,6.08636562103389
2014HB177,,2014HB177_2099-05-04,,1.52e-07,
2014HB177,,2014HB177_2100-05-04,2.44e-08,,6.08636562103389
2014HB177,,2014HB177_2110-05-05,,4.75e-10,
2014HD198,,2014HD198_2033-04-30,6.913e-07,1.08e-07,17.6451962034166
2014HD198,,2014HD198_2035-04-29,1.499e-07,,17.6451962034166
2014HD198,,2014HD198_2036-04-30,3.025e-09,,17.6451962034166
2014HD198,,2014HD198_2077-04-28,1.565e-07,4.33e-09,17.6451962034166
2014HD198,,2014HD198_2080-04-27,,6.69e-08,
2014HD198,,2014HD198_2083-04-28,3.6879999999999997e-07,6.42e-08,17.6451962034166
2014HD198,,2014HD198_2086-04-28,4.003e-07,2.7790000000000003e-08,17.6451962034166
2014HD198,,2014HD198_2089-04-27,6.857e-06,,17.6451962034166
2014HD198,,2014HD198_2091-04-30,3.967e-07,1.59e-08,17.6451962034166
2014HD198,,2014HD198_2092-04-27,2.745e-07,1.84e-07,17.6451962034166
2014HD198,,2014HD198_2093-04-29,2.3232e-08,,17.6451962034166
2014HD198,,2014HD198_2112-04-29,6.887e-08,,17.6451962034166
2014HE197,,2014HE197_2051-09-04,,3.92e-11,
2014HE197,,2014HE197_2058-08-06,,1.66e-11,
2014HE197,,2014HE197_2060-09-02,,1.5e-11,
2014HE197,,2014HE197_2061-09-04,,3.77e-11,
2014HE197,,2014HE197_2068-09-04,,9.62e-11,
2014HE197,,2014HE197_2074-08-17,,2.34e-11,
2014HE197,,2014HE197_2075-09-09,,1.53e-11,
2014HE197,,2014HE197_2079-08-19,,2.68e-11,
2014HE197,,2014HE197_2079-09-10,,2.66e-11,
2014HE197,,2014HE197_2084-08-18,,2.78e-11,
2014HE197,,2014HE197_2089-08-17,,2.52e-11,
2014HE197,,2014HE197_2092-08-21,,1.53e-11,
2014HE197,,2014HE197_2095-09-10,,1.06e-11,
2014HE197,,2014HE197_2099-09-07,,2.17e-11,
2014HE197,,2014HE197_2108-08-27,,3.66e-11,
2014HE197,,2014HE197_2111-09-15,,1.91e-10,
2014HE197,,2014HE197_2115-08-30,,6.27e-11,
2014HE197,,2014HE197_2115-09-22,,1.3e-11,
2014HE197,,2014HE197_2118-09-01,,1.57e-11,
2014HE197,,2014HE197_2120-08-30,,6.44e-11,
2014HE199,,2014HE199_2030-03-18,,1.14e-11,
2014HE199,,2014HE199_2039-04-13,,2.5e-08,
2014HE199,,2014HE199_2091-04-12,,2.37e-10,
2014HJ197,,2014HJ197_2045-04-18,7.208e-07,6.02e-07,4.4972087814299
2014HJ197,,2014HJ197_2046-04-18,1.333e-06,1.16e-06,4.4972087814299
2014HJ197,,2014HJ197_2047-04-18,1.814e-06,1.71e-06,4.4972087814299
2014HJ197,,2014HJ197_2048-04-17,1.501e-06,1.88e-06,4.4972087814299
2014HJ197,,2014HJ197_2049-04-16,5.748399999999999e-07,6.401999999999999e-07,4.4972087814299
2014HJ197,,2014HJ197_2050-04-16,5.98937e-06,6.9274e-06,4.4972087814299
2014HJ197,,2014HJ197_2051-04-20,9.404e-07,1.11e-06,4.4972087814299
2014HJ197,,2014HJ197_2053-04-20,,1.07e-06,
2014HJ197,,2014HJ197_2061-10-23,1.422e-06,1.37e-06,4.4972087814299
2014HJ197,,2014HJ197_2062-10-23,1.032e-07,,4.4972087814299
2014HJ197,,2014HJ197_2064-04-20,1.248e-07,1.15e-07,4.4972087814299
2014HJ197,,2014HJ197_2070-04-18,,4.094e-08,
2014HJ197,,2014HJ197_2071-04-21,3.811e-08,,4.4972087814299
2014HJ197,,2014HJ197_2071-10-21,5.449e-09,,4.4972087814299
2014HJ197,,2014HJ197_2077-04-17,,1.38e-08,
2014HJ197,,2014HJ197_2079-04-18,5.653e-07,3.26e-07,4.4972087814299
2014HJ197,,2014HJ197_2079-10-25,5.524e-09,,4.4972087814299
2014HJ197,,2014HJ197_2080-04-21,4.839e-09,2.82e-07,4.4972087814299
2014HJ197,,2014HJ197_2080-10-22,1.889e-06,3.02e-06,4.4972087814299
2014HJ197,,2014HJ197_2081-04-18,1.43e-08,1.64e-08,4.4972087814299
2014HJ197,,2014HJ197_2081-10-23,7.597e-08,,4.4972087814299
2014HJ197,,2014HJ197_2082-04-19,1.999e-06,2.07e-06,4.4972087814299
2014HJ197,,2014HJ197_2082-10-25,,1.38e-08,
2014HJ197,,2014HJ197_2083-04-17,4.08676e-07,1.1644400000000001e-07,4.4972087814299
2014HJ197,,2014HJ197_2083-10-21,,1.45e-08,
2014HJ197,,2014HJ197_2084-04-17,1.277e-07,,4.4972087814299
2014HJ197,,2014HJ197_2084-08-30,,4.03e-10,
2014HJ197,,2014HJ197_2085-04-17,1.556e-08,7.92e-08,4.4972087814299
2014HJ197,,2014HJ197_2086-04-17,7.207000000000001e-08,,4.4972087814299
2014HJ197,,2014HJ197_2087-04-17,1.3209800000000002e-06,1.2700000000000001e-06,4.4972087814299
2014HJ197,,2014HJ197_2088-04-16,6.1481e-07,1.62e-08,4.4972087814299
2014HJ197,,2014HJ197_2090-04-21,1.634e-08,,4.4972087814299
2014HJ197,,2014HJ197_2093-04-20,,8.11e-08,
2014HJ197,,2014HJ197_2094-04-18,3.26309e-07,1.129e-07,4.4972087814299
2014HJ197,,2014HJ197_2095-04-19,2.3407000000000003e-07,2.1528e-07,4.4972087814299
2014HJ197,,2014HJ197_2095-10-23,3.845e-08,,4.4972087814299
2014HJ197,,2014HJ197_2096-04-18,,2.64063e-07,
2014HJ197,,2014HJ197_2097-04-16,7.6425e-08,8.7827e-08,4.4972087814299
2014HJ197,,2014HJ197_2097-10-25,,1.06e-08,
2014HJ197,,2014HJ197_2098-04-16,6.017e-08,2.3092300000000002e-08,4.4972087814299
2014HJ197,,2014HJ197_2099-04-19,,5.447e-08,
2014HJ197,,2014HJ197_2099-10-24,,3.58e-08,
2014HJ197,,2014HJ197_2100-04-21,4.432e-08,2.99e-08,4.4972087814299
2014HJ197,,2014HJ197_2101-04-17,5.96e-08,,4.4972087814299
2014HJ197,,2014HJ197_2102-04-19,,3.83e-10,
2014HJ197,,2014HJ197_2103-04-17,7.262e-08,3.51e-11,4.4972087814299
2014HJ197,,2014HJ197_2104-04-18,6.198e-08,,4.4972087814299
2014HJ197,,2014HJ197_2104-10-25,,5.21e-09,
2014HJ197,,2014HJ197_2105-04-21,1.679e-08,,4.4972087814299
2014HJ197,,2014HJ197_2106-04-21,1.0048000000000001e-07,9.04e-08,4.4972087814299
2014HJ197,,2014HJ197_2107-04-21,1.001e-08,,4.4972087814299
2014HJ197,,2014HJ197_2108-04-20,9.099e-09,,4.4972087814299
2014HJ197,,2014HJ197_2109-04-19,3.962e-07,3.36e-07,4.4972087814299
2014HJ197,,2014HJ197_2111-04-21,6.8326e-08,,4.4972087814299
2014HJ197,,2014HJ197_2112-04-18,3.9558e-08,,4.4972087814299
2014HJ197,,2014HJ197_2113-04-18,4.65e-08,,4.4972087814299
2014HJ197,,2014HJ197_2114-04-18,4.8515999999999996e-08,,4.4972087814299
2014HJ197,,2014HJ197_2115-04-18,2.2442e-08,,4.4972087814299
2014HJ197,,2014HJ197_2116-04-18,5.72119e-08,,4.4972087814299
2014HJ197,,2014HJ197_2117-04-17,,1.745e-08,
2014HJ197,,2014HJ197_2117-10-24,,6.53e-09,
2014HJ197,,2014HJ197_2118-04-19,2.9533999999999998e-08,3.42e-09,4.4972087814299
2014HJ197,,2014HJ197_2118-10-25,,1.04e-07,
2014HJ197,,2014HJ197_2120-04-18,6.543e-08,,4.4972087814299
2014HJ197,,2014HJ197_2121-04-16,,6.3269e-08,
2014HJ197,,2014HJ197_2121-10-23,,2.17e-09,
2014HJ197,,2014HJ197_2122-04-20,6.415e-08,1.149e-07,4.4972087814299
2014HJ198,,2014HJ198_2034-04-21,,6.89e-08,
2014HJ198,,2014HJ198_2075-10-23,,7.84e-09,
2014HJ198,,2014HJ198_2084-10-18,,1.71e-08,
2014HJ198,,2014HJ198_2106-10-21,3.816e-09,,22.51176917965
2014HJ198,,2014HJ198_2111-10-21,2.469e-10,,22.51176917965
2014HK197,,2014HK197_2062-09-07,,1.13e-09,
2014HN197,,2014HN197_2069-02-17,2.2957e-09,,21.9988508209515
2014HN197,,2014HN197_2080-12-15,2.766e-10,,21.9988508209515
2014HN197,,2014HN197_2081-03-19,6.416e-10,,21.9988508209515
2014HN197,,2014HN197_2085-09-09,1.4628e-09,,21.9988508209515
2014HN197,,2014HN197_2097-03-02,3.859e-10,,21.9988508209515
2014HN197,,2014HN197_2107-09-10,3.527e-10,,21.9988508209515
2014HN197,,2014HN197_2111-03-01,7.944000000000001e-10,,21.9988508209515
2014HN197,,2014HN197_2118-09-12,3.254e-10,,21.9988508209515
2014HN2,,2014HN2_2095-03-22,1.959e-08,,2.57064506157333
2014HN2,,2014HN2_2107-03-22,,4.15e-11,
2014HN2,,2014HN2_2113-03-25,7.203e-08,,2.57064506157333
2014HN2,,2014HN2_2114-03-21,1.925e-09,,2.57064506157333
2014HN2,,2014HN2_2115-03-17,,4.19e-11,
2014HN2,,2014HN2_2120-03-22,8.334e-06,1.2e-05,2.57064506157333
2014HN2,,2014HN2_2121-03-20,3.188e-08,,2.57064506157333
2014HV2,,2014HV2_2095-04-29,4.74e-08,,13.1427126494766
2014HV2,,2014HV2_2104-04-29,3.473e-09,,13.1427126494766
2014HV2,,2014HV2_2113-04-29,8.739e-08,,13.1427126494766
2014HV2,,2014HV2_2116-04-29,1.234e-07,,13.1427126494766
2014HY198,,2014HY198_2034-05-06,6.122e-08,,6.14188430035796
2014HY198,,2014HY198_2051-05-07,8.652e-08,,6.14188430035796
2014HY198,,2014HY198_2057-05-06,,7.36e-09,
2014HY198,,2014HY198_2065-05-06,1.012e-05,5.7019999999999995e-09,6.14188430035796
2014HY198,,2014HY198_2068-05-05,,1.23e-08,
2014HY198,,2014HY198_2071-05-06,9.2987e-07,,6.14188430035796
2014HY198,,2014HY198_2072-05-05,1.702e-08,,6.14188430035796
2014HY198,,2014HY198_2074-05-06,2.607e-07,,6.14188430035796
2014HY198,,2014HY198_2076-05-06,,5.35e-08,
2014HY198,,2014HY198_2079-05-06,5.402e-10,,6.14188430035796
2014HY198,,2014HY198_2080-05-05,6.02745e-08,8.92e-09,6.14188430035796
2014HY198,,2014HY198_2082-05-06,3.9251399999999995e-05,2.9870000000000004e-06,6.14188430035796
2014HY198,,2014HY198_2083-05-06,,1.53e-09,
2014HY198,,2014HY198_2084-05-06,7.707e-08,4.41e-08,6.14188430035796
2014HY198,,2014HY198_2084-11-08,1.264e-09,,6.14188430035796
2014HY198,,2014HY198_2085-05-05,2.4967e-06,7.66144e-07,6.14188430035796
2014HY198,,2014HY198_2087-05-06,7.4789e-07,1.3904999999999996e-07,6.14188430035796
2014HY198,,2014HY198_2089-05-06,,2.9060999999999997e-09,
2014HY198,,2014HY198_2090-05-06,4.469e-07,9.251e-08,6.14188430035796
2014HY198,,2014HY198_2091-05-07,1.155e-07,3.1302e-08,6.14188430035796
2014HY198,,2014HY198_2092-05-06,,9.65e-11,
2014HY198,,2014HY198_2093-05-06,2.4407100000000002e-05,1.351e-08,6.14188430035796
2014HY198,,2014HY198_2094-05-07,,2.75e-09,
2014HY198,,2014HY198_2095-05-06,,1.92298e-08,
2014HY198,,2014HY198_2096-05-05,1.2868e-06,8.36e-09,6.14188430035796
2014HY198,,2014HY198_2097-05-05,8.810199999999999e-07,2.0639999999999998e-08,6.14188430035796
2014HY198,,2014HY198_2098-05-06,,4.29e-09,
2014HY198,,2014HY198_2099-05-06,,1.92e-08,
2014HY198,,2014HY198_2100-05-06,,1.34e-10,
2014HY198,,2014HY198_2101-05-07,,1.33e-09,
2014HY198,,2014HY198_2102-05-07,2.89325e-06,9.412e-07,6.14188430035796
2014HY198,,2014HY198_2103-05-07,,3.5645000000000003e-09,
2014HY198,,2014HY198_2104-05-06,1.3805e-07,3.0819e-07,6.14188430035796
2014HY198,,2014HY198_2105-05-07,5.3537e-07,2.4667e-07,6.14188430035796
2014HY198,,2014HY198_2106-05-06,,2.41e-09,
2014HY198,,2014HY198_2107-05-07,,4.8e-08,
2014HY198,,2014HY198_2108-05-06,8.6e-08,8.0023e-09,6.14188430035796
2014HY198,,2014HY198_2109-05-06,5.8830000000000005e-08,7.503000000000001e-09,6.14188430035796
2014HY198,,2014HY198_2110-05-07,3.012e-06,9.621500000000002e-07,6.14188430035796
2014HY198,,2014HY198_2112-05-07,,1.4e-11,
2014HY198,,2014HY198_2113-05-06,6.94376e-07,8.576000000000001e-08,6.14188430035796
2014HY198,,2014HY198_2114-05-06,,9.048e-09,
2014HY198,,2014HY198_2115-05-07,7.294e-07,2.52e-09,6.14188430035796
2014HY198,,2014HY198_2116-05-06,,6.5268e-09,
2014HY198,,2014HY198_2117-05-06,,1.2932999999999998e-07,
2014HY198,,2014HY198_2118-05-08,3.09e-09,,6.14188430035796
2014HY198,,2014HY198_2119-05-07,1.395e-07,2.53588e-07,6.14188430035796
2014HY198,,2014HY198_2120-05-06,9.673e-08,2.76e-07,6.14188430035796
2014HY198,,2014HY198_2121-05-07,1.3378999999999998e-07,8.41e-09,6.14188430035796
2014HY198,,2014HY198_2122-05-07,1.654e-07,2.2535000000000002e-07,6.14188430035796
2014JR24,,2014JR24_2069-05-01,0.001042,0.00124,3.72303350796732
2014JR24,,2014JR24_2074-05-01,1.019e-07,,3.72303350796732
2014JR24,,2014JR24_2079-05-01,1.078e-07,,3.72303350796732
2014JR24,,2014JR24_2081-05-01,5.737972e-05,9.523999999999999e-05,3.72303350796732
2014JR24,,2014JR24_2082-05-01,1.35519e-05,2.5461e-05,3.72303350796732
2014JR24,,2014JR24_2083-05-01,6.8295e-06,1.44e-06,3.72303350796732
2014JR24,,2014JR24_2084-04-30,4.12912e-06,2.4163e-06,3.72303350796732
2014JR24,,2014JR24_2086-05-01,2.31622e-06,3.5129e-06,3.72303350796732
2014JR24,,2014JR24_2088-04-30,4.3914999999999996e-07,,3.72303350796732
2014JR24,,2014JR24_2089-05-01,5.632e-07,1.79e-06,3.72303350796732
2014JR24,,2014JR24_2090-04-27,4.1155e-07,1.61e-08,3.72303350796732
2014JR24,,2014JR24_2091-05-01,3.495e-07,,3.72303350796732
2014JR24,,2014JR24_2092-05-01,2.0048e-06,9.2e-07,3.72303350796732
2014JR24,,2014JR24_2093-04-30,1.1738e-07,9.75e-08,3.72303350796732
2014JR24,,2014JR24_2094-05-01,3.55807e-06,1.7549700000000002e-06,3.72303350796732
2014JR24,,2014JR24_2095-05-01,1.4083300000000001e-06,1.781e-06,3.72303350796732
2014JR24,,2014JR24_2096-04-30,9.9672e-07,3.47e-07,3.72303350796732
